Class,Name,Party Code,State,Term End,Term Start,Session
1,"George W. Crockett, Jr.",D,Michigan,,,102
1,Dennis M. Hertel,D,Michigan,,,102
1,William D. Ford,D,Michigan,,,102
1,John D. Dingell,D,Michigan,,,102
1,Sander M. Levin,D,Michigan,,,102
1,William S. Broomfield,R,Michigan,,,102
1,Tim Penny,DFL,Minnesota,,,102
2,Vin Weber,R,Minnesota,,,102
3,Bill Frenzel,R,Minnesota,,,102
4,Bruce F. Vento,DFL,Minnesota,,,102
5,Martin Olav Sabo,DFL,Minnesota,,,102
6,Gerry Sikorski,DFL,Minnesota,,,102
7,Arlan Stangeland,R,Minnesota,,,102
8,James L. Oberstar,DFL,Minnesota,,,102
1,Jamie L. Whitten,D,Mississippi,,,102
2,Mike Espy,D,Mississippi,,,102
3,G.V. Montgomery,D,Mississippi,,,102
4,Mike Parker,D,Mississippi,,,102
5,Larkin I. Smith,R,Mississippi,1989-08-13 00:00:00,,102
5,Gene Taylor,D,Mississippi,,1989-10-17 00:00:00,102
1,William L. Clay,D,Missouri,,,102
2,Jack Buechner,R,Missouri,,,102
3,Dick Gephardt,D,Missouri,,,102
4,Ike Skelton,D,Missouri,,,102
5,Alan Wheat,D,Missouri,,,102
6,Tom Coleman,R,Missouri,,,102
7,Mel Hancock,R,Missouri,,,102
8,Bill Emerson,R,Missouri,,,102
9,Harold L. Volkmer,D,Missouri,,,102
1,John Patrick Williams,D,Montana,,,102
2,Ron Marlenee,R,Montana,,,102
1,Doug Bereuter,R,Nebraska,,,102
2,Peter Hoagland,D,Nebraska,,,102
3,Virginia Smith,R,Nebraska,,,102
1,James Bilbray,D,Nevada,,,102
2,Barbara F. Vucanovich,R,Nevada,,,102
1,Bob Smith,R,New Hampshire,,,102
2,Charles Douglas III,R,New Hampshire,,,102
1,James Florio,D,New Jersey,1990-01-16 00:00:00,,102
1,Rob Andrews,D,New Jersey,,1990-11-06 00:00:00,102
2,William J. Hughes,D,New Jersey,,,102
3,"Frank Pallone, Jr.",D,New Jersey,,,102
4,Chris Smith,R,New Jersey,,,102
5,Marge Roukema,R,New Jersey,,,102
6,Bernard J. Dwyer,D,New Jersey,,,102
7,Matthew J. Rinaldo,R,New Jersey,,,102
8,Robert A. Roe,D,New Jersey,,,102
9,Robert G. Torricelli,D,New Jersey,,,102
1,Donald M. Payne,D,New Jersey,,,102
1,Dean A. Gallo,R,New Jersey,,,102
1,Jim Courter,R,New Jersey,,,102
1,H. James Saxton,R,New Jersey,,,102
1,Frank J. Guarini,D,New Jersey,,,102
1,Steven H. Schiff,R,New Mexico,,,102
2,Joe Skeen,R,New Mexico,,,102
3,Bill Richardson,D,New Mexico,,,102
1,George J. Hochbrueckner,D,New York,,,102
2,Thomas J. Downey,D,New York,,,102
3,Robert J. Mrazek,D,New York,,,102
4,Norman F. Lent,R,New York,,,102
5,Raymond J. McGrath,R,New York,,,102
6,Floyd H. Flake,D,New York,,,102
7,Gary L. Ackerman,D,New York,,,102
8,James H. Scheuer,D,New York,,,102
9,Thomas J. Manton,D,New York,,,102
1,Charles E. Schumer,D,New York,,,102
1,Edolphus Towns,D,New York,,,102
1,Major R. Owens,D,New York,,,102
1,Stephen J. Solarz,D,New York,,,102
1,Guy V. Molinari,R,New York,,,102
1,Susan Molinari,R,New York,,1990-03-20 00:00:00,102
1,S. William Green,R,New York,,,102
1,Charles B. Rangel,D,New York,,,102
1,Ted Weiss,D,New York,,,102
1,Robert Garcia,D,New York,1990-01-07 00:00:00,,102
1,José Serrano,D,New York,,1990-03-20 00:00:00,102
1,Eliot L. Engel,D,New York,,,102
2,Nita M. Lowey,D,New York,,,102
2,"Hamilton Fish, Jr.",R,New York,,,102
2,Benjamin A. Gilman,R,New York,,,102
2,Michael R. McNulty,D,New York,,,102
2,Gerald B.H. Solomon,R,New York,,,102
2,Sherwood Boehlert,R,New York,,,102
2,David O'Brien Martin,R,New York,,,102
2,James T. Walsh,R,New York,,,102
2,Matthew F. McHugh,D,New York,,,102
2,Frank Horton,R,New York,,,102
3,Louise M. Slaughter,D,New York,,,102
3,Bill Paxon,R,New York,,,102
3,John J. LaFalce,D,New York,,,102
3,Henry J. Nowak,D,New York,,,102
3,Amo Houghton,R,New York,,,102
1,"Walter B. Jones, Sr.",D,North Carolina,,,102
2,Tim Valentine,D,North Carolina,,,102
3,Martin Lancaster,D,North Carolina,,,102
4,David Price,D,North Carolina,,,102
5,Stephen L. Neal,D,North Carolina,,,102
6,Howard Coble,R,North Carolina,,,102
7,Charlie Rose,D,North Carolina,,,102
8,Bill Hefner,D,North Carolina,,,102
9,Alex McMillan,R,North Carolina,,,102
1,Cass Ballenger,R,North Carolina,,,102
1,James McClure Clarke,D,North Carolina,,,102
A,Byron L. Dorgan,D,North Dakota,,,102
1,Tom Luken,D,Ohio,,,102
2,Bill Gradison,R,Ohio,,,102
3,Tony P. Hall,D,Ohio,,,102
4,Mike Oxley,R,Ohio,,,102
5,Paul Gillmor,R,Ohio,,,102
6,Bob McEwen,R,Ohio,,,102
7,Mike DeWine,R,Ohio,,,102
8,"Donald E. ""Buz"" Lukens",R,Ohio,1990-10-24 00:00:00,,102
9,Marcy Kaptur,D,Ohio,,,102
1,Clarence E. Miller,R,Ohio,,,102
1,Dennis E. Eckart,D,Ohio,,,102
1,John Kasich,R,Ohio,,,102
1,Don Pease,D,Ohio,,,102
1,Thomas C. Sawyer,D,Ohio,,,102
1,Chalmers Wylie,R,Ohio,,,102
1,Ralph Regula,R,Ohio,,,102
1,Jim Traficant,D,Ohio,,,102
1,Douglas Applegate,D,Ohio,,,102
1,Edward F. Feighan,D,Ohio,,,102
2,Mary Rose Oakar,D,Ohio,,,102
2,Louis Stokes,D,Ohio,,,102
1,James M. Inhofe,R,Oklahoma,,,102
2,Mike Synar,D,Oklahoma,,,102
3,Wes Watkins,D,Oklahoma,,,102
4,Dave McCurdy,D,Oklahoma,,,102
5,Mickey Edwards,R,Oklahoma,,,102
6,Glenn English,D,Oklahoma,,,102
1,Les AuCoin,D,Oregon,,,102
2,Bob Smith,R,Oregon,,,102
3,Ron Wyden,D,Oregon,,,102
4,Peter A. DeFazio,D,Oregon,,,102
5,Denny Smith,R,Oregon,,,102
1,Thomas M. Foglietta,D,Pennsylvania,,,102
2,William H. Gray,D,Pennsylvania,,,102
3,Robert A. Borski,D,Pennsylvania,,,102
4,Joe Kolter,D,Pennsylvania,,,102
5,Dick Schulze,R,Pennsylvania,,,102
6,Gus Yatron,D,Pennsylvania,,,102
7,Curt Weldon,R,Pennsylvania,,,102
8,Peter H. Kostmayer,D,Pennsylvania,,,102
9,Bud Shuster,R,Pennsylvania,,,102
1,Joseph M. McDade,R,Pennsylvania,,,102
1,Paul E. Kanjorski,D,Pennsylvania,,,102
1,John P. Murtha,D,Pennsylvania,,,102
1,Lawrence Coughlin,R,Pennsylvania,,,102
1,William J. Coyne,D,Pennsylvania,,,102
1,Donald L. Ritter,R,Pennsylvania,,,102
1,Robert Smith Walker,R,Pennsylvania,,,102
1,George W. Gekas,R,Pennsylvania,,,102
1,Doug Walgren,D,Pennsylvania,,,102
1,William F. Goodling,R,Pennsylvania,,,102
2,Joseph M. Gaydos,D,Pennsylvania,,,102
2,Tom Ridge,R,Pennsylvania,,,102
2,Austin J. Murphy,D,Pennsylvania,,,102
2,William F. Clinger,R,Pennsylvania,,,102
1,Ronald K. Machtley,R,Rhode Island,,,102
2,Claudine Schneider,R,Rhode Island,,,102
1,"Arthur Ravenel, Jr.",R,South Carolina,,,102
2,Floyd Spence,R,South Carolina,,,102
3,Butler Derrick,D,South Carolina,,,102
4,Liz J. Patterson,D,South Carolina,,,102
5,"John M. Spratt, Jr.",D,South Carolina,,,102
6,Robin Tallon,D,South Carolina,,,102
A,Tim Johnson,D,South Dakota,,,102
1,James H. Quillen,R,Tennessee,,,102
2,"John J. Duncan, Jr.",R,Tennessee,,,102
3,Marilyn Lloyd,D,Tennessee,,,102
4,Jim Cooper,D,Tennessee,,,102
5,Bob Clement,D,Tennessee,,,102
6,Bart Gordon,D,Tennessee,,,102
7,Don Sundquist,R,Tennessee,,,102
8,John S. Tanner,D,Tennessee,,,102
9,"Harold E. Ford, Sr.",D,Tennessee,,,102
1,Jim Chapman,D,Texas,,,102
2,Charles Wilson,D,Texas,,,102
3,Steve Bartlett,R,Texas,,,102
4,Ralph M. Hall,D,Texas,,,102
5,John Wiley Bryant,D,Texas,,,102
6,Joe Barton,R,Texas,,,102
7,"William Reynolds Archer, Jr.",R,Texas,,,102
8,Jack Fields,R,Texas,,,102
9,Jack Brooks,D,Texas,,,102
1,J. J. Pickle,D,Texas,,,102
1,Marvin Leath,D,Texas,,,102
1,Jim Wright,D,Texas,1989-06-30 00:00:00,,102
1,Pete Geren,D,Texas,,1989-09-12 00:00:00,102
1,Bill Sarpalius,D,Texas,,,102
1,Greg Laughlin,D,Texas,,,102
1,Kika de la Garza,D,Texas,,,102
1,Ronald D. Coleman,D,Texas,,,102
1,Charles W. Stenholm,D,Texas,,,102
1,Mickey Leland,D,Texas,1989-08-07 00:00:00,,102
1,Craig Washington,D,Texas,,1989-12-09 00:00:00,102
1,Larry Combest,R,Texas,,,102
2,Henry B. Gonzalez,D,Texas,,,102
2,Lamar S. Smith,R,Texas,,,102
2,Tom DeLay,R,Texas,,,102
2,Albert G. Bustamante,D,Texas,,,102
2,Martin Frost,D,Texas,,,102
2,Michael A. Andrews,D,Texas,,,102
2,Richard K. Armey,R,Texas,,,102
2,Solomon P. Ortiz,D,Texas,,,102
1,James V. Hansen,R,Utah,,,102
2,Wayne Owens,D,Utah,,,102
3,Howard C. Nielson,R,Utah,,,102
A,Peter Smith,R,Vermont,,,102
1,Herbert H. Bateman,R,Virginia,,,102
2,Owen B. Pickett,D,Virginia,,,102
3,"Thomas J. Bliley, Jr.",R,Virginia,,,102
4,Norman Sisisky,D,Virginia,,,102
5,"Lewis F. Payne, Jr.",D,Virginia,,,102
6,Jim Olin,D,Virginia,,,102
7,"D. French Slaughter, Jr.",R,Virginia,,,102
8,Stan Parris,R,Virginia,,,102
9,Rick Boucher,D,Virginia,,,102
1,Frank R. Wolf,R,Virginia,,,102
1,John Miller,R,Washington,,,102
2,Al Swift,D,Washington,,,102
3,Jolene Unsoeld,D,Washington,,,102
4,Sid Morrison,R,Washington,,,102
5,Thomas S. Foley,D,Washington,,,102
6,Norman D. Dicks,D,Washington,,,102
7,Jim McDermott,D,Washington,,,102
8,Rod Chandler,R,Washington,,,102
1,Alan B. Mollohan,D,West Virginia,,,102
2,"Harley O. Staggers, Jr.",D,West Virginia,,,102
3,Bob Wise,D,West Virginia,,,102
4,Nick J. Rahall II,D,West Virginia,,,102
1,Les Aspin,D,Wisconsin,,,102
2,Robert W. Kastenmeier,D,Wisconsin,,,102
3,Steve Gunderson,R,Wisconsin,,,102
4,Gerald D. Kleczka,D,Wisconsin,,,102
5,Jim Moody,D,Wisconsin,,,102
6,Thomas E. Petri,R,Wisconsin,,,102
7,David R. Obey,D,Wisconsin,,,102
8,Toby Roth,R,Wisconsin,,,102
9,"F. James Sensenbrenner, Jr.",R,Wisconsin,,,102
A,Dick Cheney,R,Wyoming,1989-03-17 00:00:00,,102
A,Craig L. Thomas,R,Wyoming,,1989-04-26 00:00:00,102
A,Samoa: Eni F.H. Faleomavaega,D,Non-voting members,,,102
D,of Columbia: Walter E. Fauntroy,D,Non-voting members,,,102
G,Ben Blaz,R,Non-voting members,,,102
P,Rico: Jaime B. Fuster,PD,Non-voting members,,,102
V,Islands: Ron de Lugo,D,Non-voting members,,,102
1,Sonny Callahan,R,Alabama,,,103
2,Bill Dickinson,R,Alabama,,,103
3,Glen Browder,D,Alabama,,,103
4,Tom Bevill,D,Alabama,,,103
5,Robert E. Cramer,D,Alabama,,,103
6,Ben Erdreich,D,Alabama,,,103
7,Claude Harris,D,Alabama,,,103
A,Don Young,R,Alaska,,,103
1,John J. Rhodes III,R,Arizona,,,103
2,Mo Udall,D,Arizona,,,103
2,Ed Pastor,D,Arizona,,1991-10-03 00:00:00,103
3,Bob Stump,R,Arizona,,,103
4,Jon Kyl,R,Arizona,,,103
5,Jim Kolbe,R,Arizona,,,103
1,Bill Alexander,D,Arkansas,,,103
2,Ray Thornton,D,Arkansas,,,103
3,John Paul Hammerschmidt,R,Arkansas,,,103
4,"Beryl Anthony, Jr.",D,Arkansas,,,103
1,Frank Riggs,R,California,,,103
2,Wally Herger,R,California,,,103
3,Robert T. Matsui,D,California,,,103
4,Vic Fazio,D,California,,,103
5,Nancy Pelosi,D,California,,,103
6,Barbara Boxer,D,California,,,103
7,George Miller,D,California,,,103
8,Ronald V. Dellums,D,California,,,103
9,Pete Stark,D,California,,,103
1,Don Edwards,D,California,,,103
1,Tom Lantos,D,California,,,103
1,Tom Campbell,R,California,,,103
1,Norman Y. Mineta,D,California,,,103
1,John T. Doolittle,R,California,,,103
1,Gary Condit,D,California,,,103
1,Leon Panetta,D,California,,,103
1,Calvin Dooley,D,California,,,103
1,Richard H. Lehman,D,California,,,103
1,Robert J. Lagomarsino,R,California,,,103
2,Bill Thomas,R,California,,,103
2,Elton Gallegly,R,California,,,103
2,Carlos J. Moorhead,R,California,,,103
2,Anthony C. Beilenson,D,California,,,103
2,Henry A. Waxman,D,California,,,103
2,Edward R. Roybal,D,California,,,103
2,Howard L. Berman,D,California,,,103
2,Mel Levine,D,California,,,103
2,Julian C. Dixon,D,California,,,103
2,Maxine Waters,D,California,,,103
3,Matthew G. Martinez,D,California,,,103
3,Mervyn M. Dymally,D,California,,,103
3,Glenn M. Anderson,D,California,,,103
3,David Dreier,R,California,,,103
3,Esteban E. Torres,D,California,,,103
3,Jerry Lewis,R,California,,,103
3,"George Brown, Jr.",D,California,,,103
3,Al McCandless,R,California,,,103
3,Bob Dornan,R,California,,,103
3,William E. Dannemeyer,R,California,,,103
4,Christopher Cox,R,California,,,103
4,Bill Lowery,R,California,,,103
4,Dana Rohrabacher,R,California,,,103
4,Ron Packard,R,California,,,103
4,Randy Cunningham,R,California,,,103
4,Duncan Hunter,R,California,,,103
1,Patricia Schroeder,D,Colorado,,,103
2,David E. Skaggs,D,Colorado,,,103
3,Ben Nighthorse Campbell,D,Colorado,,,103
4,Wayne Allard,R,Colorado,,,103
5,Joel Hefley,R,Colorado,,,103
6,Dan Schaefer,R,Colorado,,,103
1,Barbara B. Kennelly,D,Connecticut,,,103
2,Sam Gejdenson,D,Connecticut,,,103
3,Rosa L. DeLauro,D,Connecticut,,,103
4,Christopher Shays,R,Connecticut,,,103
5,Gary A. Franks,R,Connecticut,,,103
6,Nancy L. Johnson,R,Connecticut,,,103
A,Tom Carper,D,Delaware,,,103
1,Earl Hutto,D,Florida,,,103
2,Pete Peterson,D,Florida,,,103
3,Charles Edward Bennett,D,Florida,,,103
4,Craig T. James,R,Florida,,,103
5,Bill McCollum,R,Florida,,,103
6,Cliff Stearns,R,Florida,,,103
7,Sam M. Gibbons,D,Florida,,,103
8,C.W. Bill Young,R,Florida,,,103
9,Michael Bilirakis,R,Florida,,,103
1,Andy Ireland,R,Florida,,,103
1,Jim Bacchus,D,Florida,,,103
1,Tom Lewis,R,Florida,,,103
1,Porter J. Goss,R,Florida,,,103
1,Harry A. Johnston,D,Florida,,,103
1,"E. Clay Shaw, Jr.",R,Florida,,,103
1,Lawrence J. Smith,D,Florida,,,103
1,William Lehman,D,Florida,,,103
1,Ileana Ros-Lehtinen,R,Florida,,,103
1,Dante B. Fascell,D,Florida,,,103
1,Lindsay Thomas,D,Georgia,,,103
2,Charles Floyd Hatcher,D,Georgia,,,103
3,Richard Ray,D,Georgia,,,103
4,Ben Jones,D,Georgia,,,103
5,John Lewis,D,Georgia,,,103
6,Newt Gingrich,R,Georgia,,,103
7,George Darden,D,Georgia,,,103
8,J. Roy Rowland,D,Georgia,,,103
9,Ed Jenkins,D,Georgia,,,103
1,"Doug Barnard, Jr.",D,Georgia,,,103
1,Neil Abercrombie,D,Hawaii,,,103
2,Patsy T. Mink,D,Hawaii,,,103
1,Larry LaRocco,D,Idaho,,,103
2,Richard H. Stallings,D,Idaho,,,103
1,Charles A. Hayes,D,Illinois,,,103
2,Gus Savage,D,Illinois,,,103
3,Marty Russo,D,Illinois,,,103
4,George E. Sangmeister,D,Illinois,,,103
5,William O. Lipinski,D,Illinois,,,103
6,Henry J. Hyde,R,Illinois,,,103
7,Cardiss Collins,D,Illinois,,,103
8,Dan Rostenkowski,D,Illinois,,,103
9,Sidney R. Yates,D,Illinois,,,103
1,John Edward Porter,R,Illinois,,,103
1,Frank Annunzio,D,Illinois,,,103
1,Philip M. Crane,R,Illinois,,,103
1,Harris W. Fawell,R,Illinois,,,103
1,Dennis Hastert,R,Illinois,,,103
1,Edward R. Madigan,R,Illinois,1991-03-08 00:00:00,,103
1,Thomas W. Ewing,R,Illinois,,1991-07-02 00:00:00,103
1,"John W. Cox, Jr.",D,Illinois,,,103
1,Lane Evans,D,Illinois,,,103
1,Robert H. Michel,R,Illinois,,,103
1,Terry L. Bruce,D,Illinois,,,103
2,Richard J. Durbin,D,Illinois,,,103
2,Jerry F. Costello,D,Illinois,,,103
2,Glenn Poshard,D,Illinois,,,103
1,Peter J. Visclosky,D,Indiana,,,103
2,Philip R. Sharp,D,Indiana,,,103
3,Tim Roemer,D,Indiana,,,103
4,Jill L. Long,D,Indiana,,,103
5,Jim Jontz,D,Indiana,,,103
6,Dan Burton,R,Indiana,,,103
7,John T. Myers,R,Indiana,,,103
8,Frank McCloskey,D,Indiana,,,103
9,Lee H. Hamilton,D,Indiana,,,103
1,"Andrew Jacobs, Jr.",D,Indiana,,,103
1,James A. Leach,R,Iowa,,,103
2,Jim Nussle,R,Iowa,,,103
3,Dave Nagle,D,Iowa,,,103
4,Neal Smith,D,Iowa,,,103
5,Jim Ross Lightfoot,R,Iowa,,,103
6,Fred Grandy,R,Iowa,,,103
1,Pat Roberts,R,Kansas,,,103
2,Jim Slattery,D,Kansas,,,103
3,Jan Meyers,R,Kansas,,,103
4,Dan Glickman,D,Kansas,,,103
5,Dick Nichols,R,Kansas,,,103
1,"Carroll Hubbard, Jr.",D,Kentucky,,,103
2,William H. Natcher,D,Kentucky,,,103
3,Romano L. Mazzoli,D,Kentucky,,,103
4,Jim Bunning,R,Kentucky,,,103
5,Hal Rogers,R,Kentucky,,,103
6,Larry J. Hopkins,R,Kentucky,,,103
7,Carl C. Perkins,D,Kentucky,,,103
1,Bob Livingston,R,Louisiana,,,103
2,William J. Jefferson,D,Louisiana,,,103
3,W.J. Billy Tauzin,D,Louisiana,,,103
4,Jim McCrery,R,Louisiana,,,103
5,Jerry Huckaby,D,Louisiana,,,103
6,Richard H. Baker,R,Louisiana,,,103
7,Jimmy Hayes,D,Louisiana,,,103
8,Clyde C. Holloway,R,Louisiana,,,103
1,Thomas H. Andrews,D,Maine,,,103
2,Olympia J. Snowe,R,Maine,,,103
1,Wayne T. Gilchrest,R,Maryland,,,103
2,Helen Delich Bentley,R,Maryland,,,103
3,Benjamin L. Cardin,D,Maryland,,,103
4,Tom McMillen,D,Maryland,,,103
5,Steny H. Hoyer,D,Maryland,,,103
6,Beverly B. Byron,D,Maryland,,,103
7,Kweisi Mfume,D,Maryland,,,103
8,Constance A. Morella,R,Maryland,,,103
1,Silvio O. Conte,R,Massachusetts,1991-02-08 00:00:00,,103
1,John W. Olver,D,Massachusetts,,1991-06-18 00:00:00,103
2,Richard E. Neal,D,Massachusetts,,,103
3,Joseph D. Early,D,Massachusetts,,,103
4,Barney Frank,D,Massachusetts,,,103
5,Chester G. Atkins,D,Massachusetts,,,103
6,Nicholas Mavroules,D,Massachusetts,,,103
7,Edward J. Markey,D,Massachusetts,,,103
8,Joseph P. Kennedy II,D,Massachusetts,,,103
9,John Joseph Moakley,D,Massachusetts,,,103
1,Gerry E. Studds,D,Massachusetts,,,103
1,Brian J. Donnelly,D,Massachusetts,,,103
1,"John Conyers, Jr.",D,Michigan,,,103
2,Carl D. Pursell,R,Michigan,,,103
3,Howard Wolpe,D,Michigan,,,103
4,Fred Upton,R,Michigan,,,103
5,Paul B. Henry,R,Michigan,,,103
6,Bob Carr,D,Michigan,,,103
7,Dale E. Kildee,D,Michigan,,,103
8,Bob Traxler,D,Michigan,,,103
9,Guy Vander Jagt,R,Michigan,,,103
1,Dave Camp,R,Michigan,,,103
1,Robert William Davis,R,Michigan,,,103
1,David E. Bonior,D,Michigan,,,103
1,Barbara-Rose Collins,D,Michigan,,,103
1,Dennis M. Hertel,D,Michigan,,,103
1,William D. Ford,D,Michigan,,,103
1,John D. Dingell,D,Michigan,,,103
1,Sander M. Levin,D,Michigan,,,103
1,William S. Broomfield,R,Michigan,,,103
1,Tim Penny,DFL,Minnesota,,,103
2,Vin Weber,R,Minnesota,,,103
3,Jim Ramstad,R,Minnesota,,,103
4,Bruce F. Vento,DFL,Minnesota,,,103
5,Martin Olav Sabo,DFL,Minnesota,,,103
6,Gerry Sikorski,DFL,Minnesota,,,103
7,Collin C. Peterson,DFL,Minnesota,,,103
8,James L. Oberstar,DFL,Minnesota,,,103
1,Jamie L. Whitten,D,Mississippi,,,103
2,Mike Espy,D,Mississippi,,,103
3,G.V. Montgomery,D,Mississippi,,,103
4,Mike Parker,D,Mississippi,,,103
5,Gene Taylor,D,Mississippi,,,103
1,William L. Clay,D,Missouri,,,103
2,Joan Kelly Horn,D,Missouri,,,103
3,"Richard A. ""Dick"" Gephardt",D,Missouri,,,103
4,Ike Skelton,D,Missouri,,,103
5,Alan Wheat,D,Missouri,,,103
6,Tom Coleman,R,Missouri,,,103
7,Mel Hancock,R,Missouri,,,103
8,Bill Emerson,R,Missouri,,,103
9,Harold L. Volkmer,D,Missouri,,,103
1,John Patrick Williams,D,Montana,,,103
2,Ron Marlenee,R,Montana,,,103
1,Doug Bereuter,R,Nebraska,,,103
2,Peter Hoagland,D,Nebraska,,,103
3,Bill Barrett,R,Nebraska,,,103
1,James Bilbray,D,Nevada,,,103
2,Barbara F. Vucanovich,R,Nevada,,,103
1,Bill Zeliff,R,New Hampshire,,,103
2,Dick Swett,D,New Hampshire,,,103
1,Robert E. Andrews,D,New Jersey,,,103
2,William J. Hughes,D,New Jersey,,,103
3,"Frank Pallone, Jr.",D,New Jersey,,,103
4,Chris Smith,R,New Jersey,,,103
5,Marge Roukema,R,New Jersey,,,103
6,Bernard J. Dwyer,D,New Jersey,,,103
7,Matthew J. Rinaldo,R,New Jersey,,,103
8,Robert A. Roe,D,New Jersey,,,103
9,Robert G. Torricelli,D,New Jersey,,,103
1,Donald M. Payne,D,New Jersey,,,103
1,Dean A. Gallo,R,New Jersey,,,103
1,Dick Zimmer,R,New Jersey,,,103
1,H. James Saxton,R,New Jersey,,,103
1,Frank J. Guarini,D,New Jersey,,,103
1,Steven H. Schiff,R,New Mexico,,,103
2,Joe Skeen,R,New Mexico,,,103
3,Bill Richardson,D,New Mexico,,,103
1,George J. Hochbrueckner,D,New York,,,103
2,Thomas J. Downey,D,New York,,,103
3,Robert J. Mrazek,D,New York,,,103
4,Norman F. Lent,R,New York,,,103
5,Raymond J. McGrath,R,New York,,,103
6,Floyd H. Flake,D,New York,,,103
7,Gary L. Ackerman,D,New York,,,103
8,James H. Scheuer,D,New York,,,103
9,Thomas J. Manton,D,New York,,,103
1,Charles E. Schumer,D,New York,,,103
1,Edolphus Towns,D,New York,,,103
1,Major R. Owens,D,New York,,,103
1,Stephen J. Solarz,D,New York,,,103
1,Susan Molinari,R,New York,,,103
1,S. William Green,R,New York,,,103
1,Charles B. Rangel,D,New York,,,103
1,Ted Weiss,D,New York,1992-09-14 00:00:00,,103
1,Jerrold Nadler,D,New York,,1992-11-03 00:00:00,103
1,Jose E. Serrano,D,New York,,,103
1,Eliot L. Engel,D,New York,,,103
2,Nita M. Lowey,D,New York,,,103
2,"Hamilton Fish, Jr.",R,New York,,,103
2,Benjamin A. Gilman,R,New York,,,103
2,Michael R. McNulty,D,New York,,,103
2,Gerald B.H. Solomon,R,New York,,,103
2,Sherwood Boehlert,R,New York,,,103
2,David O'Brien Martin,R,New York,,,103
2,James T. Walsh,R,New York,,,103
2,Matthew F. McHugh,D,New York,,,103
2,Frank Horton,R,New York,,,103
3,Louise M. Slaughter,D,New York,,,103
3,Bill Paxon,R,New York,,,103
3,John J. LaFalce,D,New York,,,103
3,Henry J. Nowak,D,New York,,,103
3,Amo Houghton,R,New York,,,103
1,"Walter Beaman Jones, Sr.",D,North Carolina,1992-09-15 00:00:00,,103
1,Eva M. Clayton,D,North Carolina,,1992-11-03 00:00:00,103
2,Tim Valentine,D,North Carolina,,,103
3,H. Martin Lancaster,D,North Carolina,,,103
4,David Price,D,North Carolina,,,103
5,Stephen L. Neal,D,North Carolina,,,103
6,Howard Coble,R,North Carolina,,,103
7,Charlie Rose,D,North Carolina,,,103
8,Bill Hefner,D,North Carolina,,,103
9,Alex McMillan,R,North Carolina,,,103
1,Cass Ballenger,R,North Carolina,,,103
1,Charles H. Taylor,R,North Carolina,,,103
A,Byron L. Dorgan,D,North Dakota,1992-12-14 00:00:00,,103
1,Charles J. Luken,D,Ohio,,,103
2,Willis D. Gradison Jr.,R,Ohio,,,103
3,Tony P. Hall,D,Ohio,,,103
4,Michael G. Oxley,R,Ohio,,,103
5,Paul E. Gillmor,R,Ohio,,,103
6,Robert D. McEwen,R,Ohio,,,103
7,David L. Hobson,R,Ohio,,,103
8,John A. Boehner,R,Ohio,,,103
9,Marcia C. Kaptur,D,Ohio,,,103
1,Clarence E. Miller,R,Ohio,,,103
1,Dennis E. Eckart,D,Ohio,,,103
1,John R. Kasich,R,Ohio,,,103
1,Donald J. Pease,D,Ohio,,,103
1,Thomas C. Sawyer,D,Ohio,,,103
1,Chalmers P. Wylie,R,Ohio,,,103
1,Ralph S. Regula,R,Ohio,,,103
1,James A. Traficant Jr.,D,Ohio,,,103
1,Douglas Applegate,D,Ohio,,,103
1,Edward F. Feighan,D,Ohio,,,103
2,Mary Rose Oakar,D,Ohio,,,103
2,Louis Stokes,D,Ohio,,,103
1,James M. Inhofe,R,Oklahoma,,,103
2,Mike Synar,D,Oklahoma,,,103
3,William K. Brewster,D,Oklahoma,,,103
4,Dave McCurdy,D,Oklahoma,,,103
5,Mickey Edwards,R,Oklahoma,,,103
6,Glenn English,D,Oklahoma,,,103
1,Les AuCoin,D,Oregon,,,103
2,Bob Smith,R,Oregon,,,103
3,Ron Wyden,D,Oregon,,,103
4,Peter A. DeFazio,D,Oregon,,,103
5,Mike Kopetski,D,Oregon,,,103
1,Thomas M. Foglietta,D,Pennsylvania,,,103
2,"William H. Gray, III",D,Pennsylvania,1991-09-11 00:00:00,,103
2,Lucien E. Blackwell,D,Pennsylvania,,1991-11-05 00:00:00,103
3,Robert A. Borski,D,Pennsylvania,,,103
4,Joe Kolter,D,Pennsylvania,,,103
5,Dick Schulze,R,Pennsylvania,,,103
6,Gus Yatron,D,Pennsylvania,,,103
7,Curt Weldon,R,Pennsylvania,,,103
8,Peter H. Kostmayer,D,Pennsylvania,,,103
9,Bud Shuster,R,Pennsylvania,,,103
1,Joseph M. McDade,R,Pennsylvania,,,103
1,Paul E. Kanjorski,D,Pennsylvania,,,103
1,John P. Murtha,D,Pennsylvania,,,103
1,Lawrence Coughlin,R,Pennsylvania,,,103
1,William J. Coyne,D,Pennsylvania,,,103
1,Donald L. Ritter,R,Pennsylvania,,,103
1,Robert Smith Walker,R,Pennsylvania,,,103
1,George W. Gekas,R,Pennsylvania,,,103
1,Rick Santorum,R,Pennsylvania,,,103
1,William F. Goodling,R,Pennsylvania,,,103
2,Joseph M. Gaydos,D,Pennsylvania,,,103
2,Tom Ridge,R,Pennsylvania,,,103
2,Austin J. Murphy,D,Pennsylvania,,,103
